Day,Time,Speed
1,626,42840854.39932275
1,656,42854313.48263127
1,659,42855412.506471716
1,668,42857507.18685809
1,672,42858417.59734777
1,678,42859312.621584855
1,681,42859677.9711481
1,682,42859802.10270604
1,683,42859888.41212534
1,685,42860116.7459355
1,687,42860329.379661076
1,688,42860377.00955785
1,693,42860716.960377425
1,694,42860746.48370305
1,695,42860790.90157356
1,696,42860817.43678908
1,697,42860837.597867854
1,699,42860864.040634684
1,700,42860867.797564596
1,701,42860862.34489693
1,702,42860858.01910311
1,704,42860819.50220076
1,707,42860728.087929815
1,708,42860676.74126396
1,709,42860646.34873775
1,710,42860571.530332394
1,711,42860500.29385779
1,712,42860439.44555076
1,713,42860335.62538714
1,714,42860258.470920496
1,715,42860167.10169129
1,716,42860085.79411665
1,717,42859976.58863899
1,718,42859878.98973109
1,719,42859736.46141792
1,720,42859654.052051745
1,721,42859501.03295617
1,722,42859396.91233011
1,723,42859202.730825216
1,724,42859047.82659501
1,725,42858892.49683436
1,726,42858753.134646714
1,727,42858545.23135054
1,728,42858401.27047189
1,729,42858201.01709897
1,730,42858023.575461686
1,731,42857823.76783361
1,732,42857612.37225619
1,733,42857385.747228146
1,734,42857179.56832022
1,735,42856963.65030153
1,736,42856709.88403657
1,737,42856450.85082594
1,738,42856198.54991354
1,739,42855957.74999476
1,740,42855658.238442354
1,741,42855436.415598795
1,742,42855144.853557035
1,743,42854882.35675043
1,744,42854548.04091504
1,745,42854238.06777759
1,746,42853937.00543479
1,747,42853596.10402083
1,748,42853251.54704215
1,749,42852898.890651055
1,750,42852563.10636389
1,751,42852162.70644758
1,752,42851768.99540575
1,753,42851500.75043545
1,754,42851083.76764965
1,755,42850676.343232185
1,756,42850308.98493497
1,757,42849823.598044835
1,758,42849470.81327413
1,759,42848950.48907399
1,760,42848628.480182126
1,761,42848106.65337977
1,762,42847658.38248606
1,763,41810729.3857792
1,764,41065273.870014966
1,765,39921210.21629596
1,766,42827022.681307994
1,767,42845174.730452254
1,768,40515848.963903554
1,769,40352041.24016994
1,770,36399338.86717288
1,771,42842940.049962506
1,772,35172524.0014022
1,773,42841782.331987076
1,774,41156814.00366993
1,775,34444606.1294637
1,776,42338951.71670882
1,777,38896185.34538784
1,778,32999578.89148668
1,779,29331631.179234263
1,780,32334914.84254848
1,781,35145785.42560162
1,782,35362496.69440951
1,783,38941359.93418972
1,784,36648170.22493073
1,785,32884408.09801796
1,786,33387423.618499294
1,787,29976195.377325974
1,788,31724214.402227096
1,789,36068753.34961633
1,790,31948655.762558732
1,791,31277679.698702034
1,792,29760901.26179855
1,793,31197324.15110692
1,794,32242507.090088155
1,795,26486634.10521141
1,796,30829635.561150722
1,797,34412857.03948613
1,798,27949068.540401913
1,799,28361157.331297677
1,800,29088605.716574464
1,801,28012415.656482473
1,802,27861370.381639544
1,803,32287758.649590794
1,804,27358496.452931322
1,805,29658056.82133905
1,806,28955297.384308837
1,807,28774734.43671134
1,808,26549222.045201004
1,809,26679276.610774096
1,810,26083899.06249192
1,811,27517584.291276086
1,812,26452960.395542927
1,813,27317000.72624743
1,814,27059276.638492335
1,815,28439191.444843184
1,816,27469066.145019516
1,817,27275200.718990244
1,818,25509910.39117727
1,819,26425849.498561647
1,820,25426193.680702187
1,821,25494853.22874699
1,822,26127766.21420996
1,823,24190805.889053468
1,824,25093893.738241922
1,825,25151051.83950835
1,826,26537208.371589284
1,827,26397441.523546487
1,828,22928913.20268434
1,829,28230080.90510067
1,830,23779311.37060551
1,831,23068490.619427454
1,832,24671151.943938266
1,833,23449698.448492732
1,834,23611453.416938942
1,835,25383379.508569654
1,836,24276307.314852487
1,837,24384563.334364355
1,838,24769784.873591714
1,839,23936824.384709787
1,840,24623591.48076178
1,841,24415662.60776514
1,842,24658916.131970212
1,843,24358342.133308105
1,844,23978877.310737573
1,845,24494638.249493033
1,846,23549088.678594448
1,847,22711456.071314853
1,848,24579640.166402914
1,849,22703713.93593604
1,850,24999198.687067356
1,851,23609080.361272924
1,852,23386538.45028796
1,853,25083376.262573846
1,854,22206264.475954518
1,855,23351057.06765106
1,856,22287245.43162784
1,857,24042884.74823267
1,858,22506982.502665903
1,859,22682376.214022435
1,860,22890251.31975114
1,861,24144796.09742623
1,862,22660841.3491886
1,863,22868675.300407484
1,864,23870070.297261726
1,865,22625957.548900533
1,866,23873722.154075146
1,867,23232571.757458873
1,868,22636685.813589778
1,869,23362402.773156684
1,870,22167491.039735686
1,871,23191363.629160877
1,872,24046339.273257554
1,873,23038396.824899632
1,874,22598183.08400101
1,875,23048033.042026725
1,876,23009965.48984173
1,877,23861372.81608008
1,878,22358232.59832259
1,879,23147505.429325216
1,880,21628292.686372895
1,881,22228140.675022557
1,882,21379065.438152336
1,883,23000212.17714019
1,884,21534970.914141256
1,885,22400226.968526516
1,886,22537297.65961072
