Day,Time,Speed
1,0,55149966.85640758
1,1,40677399.565312475
1,2,47346065.73389538
1,3,40749598.70404249
1,4,40775517.52829981
1,5,40794169.15813175
1,6,40850118.96630009
1,7,40881770.048729986
1,8,40918419.3625769
1,9,40957759.893656716
1,10,55509966.108006425
1,11,53097011.11247166
1,12,33096564.46946176
1,13,31167336.263646442
1,14,45873320.209239714
1,15,52263676.214464076
1,16,54057529.97550283
1,17,62788218.22855148
1,18,27637146.33974135
1,19,45752691.52572724
1,20,44739914.29922873
1,21,58945149.367688626
1,22,58714133.69582351
1,23,57089099.74576339
1,24,56292975.73661362
1,25,43173591.83539631
1,26,44036803.74295314
1,27,43348334.39096983
1,28,43034100.87196271
1,29,56493872.93639466
1,30,56300703.76238869
1,31,45505352.83966349
1,32,55436536.775833175
1,33,56196152.63580808
1,34,54686254.81358781
1,35,56249402.967276454
1,36,56802289.142753005
1,37,54349476.75886862
1,38,42794178.3552782
1,39,55530705.66876355
1,40,54685829.524501495
1,41,54538215.789556034
1,42,55952233.95258757
1,43,55391124.553281724
1,44,55637194.04351984
1,45,54712893.989972375
1,46,42072812.6786288
1,47,55267055.82029536
1,48,54826609.94326018
1,49,54343323.18538258
1,50,59437315.102418154
1,51,55101932.30781476
1,52,55529303.655018345
1,53,54110873.281215265
1,54,56498771.670466185
1,55,54483085.87612291
1,56,54789163.43073052
1,57,54018456.08897525
1,58,55925966.79383765
1,59,53605334.86056939
1,60,53813339.7524517
1,61,54752378.163876355
1,62,54975360.22660015
1,63,55292839.37243673
1,64,54000606.351157956
1,65,53447506.909530446
1,66,53335289.175734326
1,67,53660042.92964846
1,68,53816766.54632062
1,69,54100835.223535106
1,70,55079687.525978774
1,71,54864508.706005245
1,72,54201541.52786137
1,73,54389716.01353034
1,74,53603460.63781187
1,75,54042864.46606388
1,76,53589830.03848586
1,77,53723170.58347088
1,78,55816715.616887376
1,79,54297516.62589207
1,80,53506447.557554156
1,81,49459367.71687959
1,82,52805622.82550698
1,83,54349176.91553275
1,84,53434269.75664021
1,85,53464022.58755171
1,86,54788602.60748297
1,87,54214444.21898265
1,88,52775921.36128171
1,89,53899873.786663815
1,90,48315385.72583714
1,91,53767427.628898665
1,92,47913989.04293303
1,93,47337228.78546136
1,94,51380177.10472217
1,95,46578647.1700761
1,96,55200650.27134529
1,97,46662155.28337789
1,98,49570621.73175157
1,99,42593147.345492065
1,100,49430382.63625842
1,101,48152896.00187969
1,102,42914907.580040455
1,103,49497375.95284006
1,104,46273021.603475735
1,105,43185773.242493816
1,106,41411458.0892021
1,107,45610430.27902426
1,108,44523147.08554827
1,109,40798558.698381335
1,110,42523848.17148089
1,111,43704223.6366147
1,112,45868390.601803534
1,113,41884291.02871983
1,114,44264008.29137443
1,115,43277958.53896642
1,116,42253592.9770646
1,117,39795673.738755725
1,118,40500565.20119178
1,119,41676652.88526435
1,120,40942351.69941227
1,121,40710369.82430179
1,122,42338531.29974068
1,123,40474607.445517465
1,124,40921613.561856136
1,125,40958026.11015704
1,126,46432616.89717772
1,127,42874234.379893094
1,128,39713451.907549076
1,129,40546366.746824905
1,130,41067234.99098964
1,131,44262299.707686126
1,132,46157047.28821391
1,133,40281904.8718344
1,134,43376457.04334763
1,135,46901622.34515796
1,136,40085324.419209585
1,137,41452604.467928424
1,138,44655444.70515523
1,139,40976735.28042098
1,140,40949611.26248464
1,141,44351474.42096035
1,142,40869462.00573258
1,143,41784522.224081755
1,144,43656396.99677718
1,145,39493197.82236582
1,146,41637717.15991956
1,147,43027805.469165936
1,148,42041323.73538397
1,149,44303975.67971324
1,150,41045109.09806828
1,151,42896799.94441201
1,152,44603864.877359085
1,153,48852380.10912242
1,154,45613347.52571964
1,155,39765966.01079578
1,156,48087204.35449184
1,157,44422099.232835636
1,158,43689786.72309317
1,159,47616781.97701585
1,160,44238374.7854649
1,161,42102561.89204638
1,162,46744326.23483616
1,163,48782959.92243189
1,164,43057039.25421585
1,165,41333495.87300912
1,166,41305977.337694146
1,167,45686918.4055514
1,168,45321591.84857586
1,169,46603580.37271145
1,170,47010047.64018486
1,171,49820411.015126824
1,172,52436938.15462558
1,173,46648236.26826078
1,174,55014467.14234092
1,175,57882218.611305185
1,176,52712218.139092915
1,177,52786884.51151901
1,178,46129260.72982398
1,179,50911211.04433636
1,180,43020739.11166878
1,181,48087139.32669944
1,182,40693253.27993112
1,183,54846607.853331275
1,184,51457526.652892746
1,185,55516451.66763678
1,186,52338322.90420818
1,187,56102080.149805866
1,188,53063231.18361369
1,189,53181222.76521032
1,190,52854391.812695585
1,191,46155465.44307495
1,192,56341318.81367491
1,193,55195393.47297571
1,194,54682382.46821981
1,195,58688469.3892422
1,196,51498105.06120021
1,197,53796878.283904664
1,198,50182838.71594584
1,199,54241472.23646057
1,200,57587934.70140078
1,201,48713483.09480097
1,202,53717946.65853666
1,203,48659644.27702049
1,204,78673365.84118919
1,205,54985876.07049337
1,206,47071553.70475771
1,207,54335665.07970085
1,208,52033043.31698333
1,209,49147323.537892945
1,210,54072742.518585354
1,211,54854423.88679338
1,212,48662244.853013955
1,213,47945422.728757665
1,214,58269306.08191436
1,215,47903721.14601308
1,216,48845491.88466821
1,217,48764796.284904614
1,218,48965764.65736629
1,219,54405295.8988008
1,220,52025531.52598128
1,221,56890643.158935994
1,222,56750804.73355135
1,223,49117101.49593633
1,224,53765368.70318854
1,225,55729095.50195025
1,226,55146377.84970191
1,227,48589432.35275743
1,228,49013774.95336005
1,229,54878651.611848414
1,230,54204426.987079255
1,231,55020747.78011525
1,232,54758285.181230664
1,233,54425150.74545535
1,234,54175474.674683556
1,235,49670800.60248106
1,236,55303006.15932648
1,237,53016249.61643188
1,238,54862693.18816294
1,239,53610643.61818055
1,240,49020003.71270582
1,241,54592390.52997519
1,242,54354859.18967077
1,243,54604481.07358327
1,244,53238583.54497418
1,245,53879163.4818731
1,246,54181413.11727612
1,247,54175141.915319666
1,248,54783130.57834023
1,249,54672328.13257022
1,250,55249235.722272485
1,251,54826898.89162419
1,252,55137519.75170995
1,253,53543017.190765455
1,254,54341272.45982591
1,255,55197022.394280866
1,256,54616529.703232706
1,257,53769317.46717243
1,258,53561291.41622115
1,259,54431405.311856836
